iter	MultiClass
256	0.4445777304
257	0.4435051964
258	0.4430080286
259	0.4422259101
260	0.4413581625
261	0.4403335117
262	0.439467507
263	0.4389739985
264	0.4382116011
265	0.437667236
266	0.4371902974
267	0.4365390061
268	0.4360441693
269	0.4356778654
270	0.4350096676
271	0.4342960401
272	0.4335350405
273	0.4329530478
274	0.4324053673
275	0.4316605611
276	0.430937985
277	0.4306139428
278	0.4302362687
279	0.4297261139
280	0.4290456687
281	0.4286392334
282	0.4282719418
283	0.4278388989
284	0.4272607173
285	0.426798253
286	0.4261996417
287	0.4257691321
288	0.4251237148
289	0.4246592185
290	0.4241306723
291	0.4235188832
292	0.4230752009
293	0.4225105425
294	0.4221737097
295	0.4216950312
296	0.420695114
297	0.4200012919
298	0.4195255825
299	0.4190104606
300	0.4186373602
301	0.4178295686
302	0.4169384046
303	0.4165185335
304	0.4160020374
305	0.4153396996
306	0.4148031647
307	0.4144465347
308	0.4141092921
309	0.4134841952
310	0.4131630091
311	0.4126716379
312	0.4120859362
313	0.4117196575
314	0.4110559027
315	0.4103176349
316	0.4096250788
317	0.4092182317
318	0.4088631604
319	0.4084188609
320	0.4081912498
321	0.4076994006
322	0.4067766855
323	0.4062348735
324	0.4053077901
325	0.404889524
326	0.4042362158
327	0.403945739
328	0.403365769
329	0.4027904757
330	0.40213508
331	0.4016814796
332	0.4014922804
333	0.4007565498
334	0.4002190358
335	0.3996538012
336	0.3987096084
337	0.3981878333
338	0.397391967
339	0.396844955
340	0.396479338
341	0.395798305
342	0.3952555485
343	0.3946846211
344	0.394097402
345	0.3935877534
346	0.3933363491
347	0.3928581659
348	0.3924377291
349	0.3920371657
350	0.3917233623
351	0.3909914531
352	0.3905849413
353	0.3902816159
354	0.3897782938
355	0.3892384708
356	0.3886378664
357	0.3881214399
358	0.3872619292
359	0.3869240971
360	0.3864243985
361	0.3860107288
362	0.3856542755
363	0.3852054456
364	0.3848539279
365	0.3843513255
366	0.3838974534
367	0.3833119529
368	0.3827699027
369	0.3822925349
370	0.3816231383
371	0.3812677206
372	0.3808509218
373	0.3803034978
374	0.3799396928
375	0.379469902
376	0.3790816252
377	0.3783242614
378	0.3777865943
379	0.377335876
380	0.3767594994
381	0.3765163272
382	0.376039876
383	0.3757858492
384	0.3754055362
385	0.3749917213
386	0.3743622061
387	0.3738888595
388	0.3732351917
389	0.3724456114
390	0.372068235
391	0.3716308884
392	0.3712342898
393	0.3707344109
394	0.3702587573
395	0.3699314875
396	0.3696226996
397	0.3691952384
398	0.368768051
399	0.3683465947
400	0.3680677771
401	0.367683383
402	0.3673651303
403	0.3666883775
404	0.3664597362
405	0.3659592155
406	0.3657294726
407	0.3654551914
408	0.3650334931
409	0.3647863557
410	0.3645459165
411	0.3641626099
412	0.363722547
413	0.3633032703
414	0.3629160281
415	0.3624711921
416	0.3621516322
417	0.3616108213
418	0.3610800458
419	0.3605410267
420	0.3602065042
421	0.3597588984
422	0.3591584472
423	0.3588590997
424	0.3585557705
425	0.3582304536
426	0.3579284527
427	0.3575240445
428	0.3571036183
429	0.356625265
430	0.3562393453
431	0.3558578824
432	0.3554656738
433	0.3552033471
434	0.3546553369
435	0.3539995541
436	0.3535189446
437	0.3528811882
438	0.352393789
439	0.3518663831
440	0.3514363042
441	0.3511666802
442	0.3507184701
443	0.3503370375
444	0.3500457045
445	0.3497379956
446	0.349496261
447	0.3489299146
448	0.3484017808
449	0.3480681114
450	0.3476718347
451	0.3471146791
452	0.3468399223
453	0.3461172309
454	0.3457022553
455	0.3452877131
456	0.3449554715
457	0.3446043923
458	0.3442566194
459	0.3435765074
460	0.3431686347
461	0.3427429394
462	0.3423349049
463	0.3420889558
464	0.3416595353
465	0.3413758786
466	0.3408633974
467	0.3405658594
468	0.3401936126
469	0.3399653632
470	0.3395432639
471	0.339074371
472	0.3385336448
473	0.3381734666
474	0.3377746003
475	0.3373559937
476	0.3370211207
477	0.3367269101
478	0.3361673331
479	0.3359803758
480	0.335704888
481	0.335533151
482	0.3352753258
483	0.3350158782
484	0.3347981755
485	0.3345191168
486	0.3342728635
487	0.3340153566
488	0.3335370399
489	0.3331436696
490	0.3328643548
491	0.332708118
492	0.3323240803
493	0.3319366822
494	0.3313813558
495	0.3308713619
496	0.3305149367
497	0.3300903893
498	0.3297629761
499	0.3293958488
500	0.3290414873
501	0.3285133647
502	0.3283035846
503	0.3280687069
504	0.3276780583
505	0.3273477141
506	0.326877784
507	0.3265931784
508	0.3261505831
509	0.3257615325
510	0.3253799198
511	0.3251345925
512	0.3248344764
513	0.3244165836
514	0.3241271494
515	0.3239386995
516	0.3234507739
517	0.3230836385
518	0.3227276795
519	0.3224964484
520	0.3221586918
521	0.3216199444
522	0.3211514951
523	0.3208809401
524	0.3204537032
525	0.3200538486
526	0.3195496775
527	0.3193458454
528	0.3190178014
529	0.3187705427
530	0.3184229125
531	0.318190523
532	0.3178292561
533	0.3176199848
534	0.3174160565
535	0.3169757292
536	0.3166277544
537	0.3162799526
538	0.3158334257
539	0.315667101
540	0.3153966286
541	0.3149814526
542	0.3146144731
543	0.3144277113
544	0.3141458063
545	0.3138290288
546	0.3134092738
547	0.3129046757
548	0.3125102181
549	0.3121275747
550	0.3118212572
551	0.3113652018
552	0.3107727411
553	0.3104918341
554	0.3102428787
555	0.3098957336
556	0.309676528
557	0.3092179975
558	0.3090295947
559	0.3086294914
560	0.3084254857
561	0.3081639595
562	0.3078050858
563	0.3075932421
564	0.3071975815
565	0.3068978305
566	0.3065550811
567	0.3061543871
568	0.3055292474
569	0.305357299
570	0.3049278808
571	0.3046667952
572	0.3044247011
573	0.304249114
574	0.3039498305
575	0.3037836957
576	0.3034463535
577	0.3032458856
578	0.3028250051
579	0.3022633005
580	0.3018780596
581	0.3015442627
582	0.3012782864
583	0.3008751828
584	0.3005321597
585	0.3002074993
586	0.2999055665
587	0.2996563349
588	0.2993905681
589	0.299043869
590	0.2986659046
591	0.2984359563
592	0.2981330601
593	0.2979467749
594	0.2975671968
595	0.2972908132
596	0.2971074311
597	0.2967852742
598	0.2965184148
599	0.2963132053
600	0.2960282908
601	0.2959292071
602	0.2955814007
603	0.2952566496
604	0.294853327
605	0.294600649
606	0.2942546824
607	0.2938848188
608	0.2935686883
609	0.2933071238
610	0.2930800003
611	0.2929354297
612	0.2927281884
613	0.2923485453
614	0.2920588507
615	0.2917163931
616	0.2913918366
617	0.2910764213
618	0.2906248648
619	0.2902741843
620	0.2901353565
621	0.2897829544
622	0.2895866039
623	0.2891127889
624	0.2888578244
625	0.2884695496
626	0.2882074264
627	0.2878114793
628	0.2875153839
629	0.2871592248
630	0.2869725213
631	0.2867416545
632	0.2863956927
633	0.2862047729
634	0.2860223382
635	0.2855197297
636	0.2851600908
637	0.284805495
638	0.2845585791
639	0.2840705723
640	0.2837819981
641	0.2835366909
642	0.2832112531
643	0.2827485925
644	0.2824031424
645	0.2820859102
646	0.2818010016
647	0.2815526329
648	0.2812570312
649	0.2809555466
650	0.2806024887
651	0.2803229035
652	0.2798209057
653	0.2796262052
654	0.2793915343
655	0.2791705042
656	0.278811703
657	0.2785916518
658	0.2782627224
659	0.2778927905
660	0.2774994893
661	0.2772018027
662	0.2770600971
663	0.276834833
664	0.2767027255
665	0.276428038
666	0.2761146137
667	0.2758154246
668	0.2757047883
669	0.2755052067
670	0.275333837
671	0.2751641537
672	0.2749522863
673	0.2747310973
674	0.2744823696
675	0.2739919834
676	0.27374285
677	0.2734989284
678	0.2731645054
679	0.2729269665
680	0.2726203154
681	0.2724226378
682	0.2722029481
683	0.2720328824
684	0.2717413228
685	0.2715614719
686	0.2713280463
687	0.2709045439
688	0.2706194287
689	0.2702573042
690	0.2700774672
691	0.2698580328
692	0.2694583551
693	0.2691983332
694	0.2689653376
695	0.2688110652
696	0.2686249143
697	0.2683701962
698	0.2681168931
699	0.2678689481
700	0.2676774084
701	0.2674020175
702	0.2670359607
703	0.2667806607
704	0.2665481771
705	0.2662566813
706	0.2660869986
707	0.2657678658
708	0.2655562103
709	0.2653619927
710	0.2651633319
711	0.264910685
712	0.2646660882
713	0.2644833521
714	0.2642675922
715	0.2640098509
716	0.2638325414
717	0.2636397625
718	0.2634309972
719	0.2632628626
720	0.2630551005
721	0.2629487975
722	0.2627655379
723	0.2625776101
724	0.262339807
725	0.262161588
726	0.2618100625
727	0.2615872192
728	0.2613571754
729	0.2610938234
730	0.2607497413
731	0.2606150074
732	0.2604601557
733	0.2602468288
734	0.2600167546
735	0.2598329089
736	0.2596144917
737	0.2593281388
738	0.258965019
739	0.2587508257
740	0.2585163939
741	0.2582704563
742	0.258013637
743	0.2578895413
744	0.2576229989
745	0.2574838358
746	0.2571462908
747	0.2568318227
748	0.2564451996
749	0.2562598316
750	0.2560891479
751	0.2559022801
752	0.2557486131
753	0.2555754328
754	0.2553144531
755	0.2549684372
756	0.2545912027
757	0.2543948814
758	0.2540607586
759	0.2537452738
760	0.2535744939
761	0.2534097866
762	0.2531702523
763	0.2530438272
764	0.2528895458
765	0.2527652983
766	0.2525853272
767	0.2524215188
768	0.2521630794
769	0.2520419797
770	0.2518017812
771	0.2512255309
772	0.2510254179
773	0.2508106653
774	0.2505577972
775	0.2502871871
776	0.2500645039
777	0.2498993673
778	0.2497536072
779	0.2495199811
780	0.2492762834
781	0.2491164126
782	0.2489391087
783	0.2487419121
784	0.2485462335
785	0.2483322776
786	0.2481199297
787	0.2479336206
788	0.2477524797
789	0.2475637224
790	0.2473489209
791	0.247178719
792	0.2469401709
793	0.2467606312
794	0.246626816
795	0.2463626999
796	0.2461084769
797	0.2456285683
798	0.2454357227
799	0.2452379931
800	0.2449770815
801	0.2448309178
802	0.2446763521
803	0.2444945754
804	0.244215342
805	0.2441076114
806	0.2439680121
807	0.2437711571
808	0.2435885238
809	0.2434309822
810	0.2432443808
811	0.2430687227
812	0.242812176
813	0.2425656155
814	0.2423904717
815	0.2421972806
816	0.2419545055
817	0.2417144973
818	0.2414739406
819	0.2413539294
820	0.2412209032
821	0.2409887584
822	0.2406706342
823	0.2403435083
824	0.2401066491
825	0.2399616379
826	0.2397800967
827	0.2396365638
828	0.2395185836
829	0.2392817721
830	0.2390855262
831	0.2389019106
832	0.2387113951
833	0.2385150902
834	0.2382652278
835	0.2381507071
836	0.2379760507
837	0.2376915326
838	0.2375474514
839	0.2373523121
840	0.2370676845
841	0.2368493684
842	0.2365377224
843	0.2362987485
844	0.2361801931
845	0.2359569012
846	0.2355907077
847	0.2353565007
848	0.2351016563
849	0.2349542017
850	0.2348172969
851	0.2346153507
852	0.2343888983
853	0.2341952426
854	0.2339043089
855	0.2335976012
856	0.2334343152
857	0.2331790288
858	0.2330173681
859	0.2328378975
860	0.2326643758
861	0.2324294883
862	0.2323305708
863	0.2321086069
864	0.2320311229
865	0.2317236842
866	0.2315385625
867	0.2313570077
868	0.2311865032
869	0.2309661417
870	0.2305606742
871	0.2302402684
872	0.2300517571
873	0.2297699409
874	0.2296501858
875	0.2293274866
876	0.2290955128
877	0.228957268
878	0.2287924733
879	0.2285540159
880	0.2283078038
881	0.2281527012
882	0.227961607
883	0.2277313621
884	0.2275356044
885	0.2273058039
886	0.2271349549
887	0.2269759749
888	0.2267575089
889	0.2266023597
890	0.2264682431
891	0.2263471699
892	0.2262115557
893	0.2261130723
894	0.2258641758
895	0.2256471557
896	0.2254354898
897	0.2252111234
898	0.224949166
899	0.2247480275
900	0.2245531868
901	0.2244269692
902	0.2242513353
903	0.2241187169
904	0.2239200516
905	0.2237443107
906	0.2235760675
907	0.2233786053
908	0.2232416687
909	0.2231537831
910	0.2228333503
911	0.2225043389
912	0.2223133229
913	0.2221370974
914	0.2218698464
915	0.2216237676
916	0.221422595
917	0.2212892624
918	0.2211126411
919	0.2209803552
920	0.2208515527
921	0.2206559972
922	0.22040906
923	0.2202357006
924	0.2200948202
925	0.220009228
926	0.219753779
927	0.2195721368
928	0.2193134162
929	0.2191357155
930	0.2189500604
931	0.2187074645
932	0.2185771435
933	0.2184835028
934	0.2183022741
935	0.2179990944
936	0.2176994689
937	0.2175223363
938	0.2173683939
939	0.2171512587
940	0.2169220762
941	0.2168398656
942	0.2167311911
943	0.216546527
944	0.2163902929
945	0.2162663837
946	0.21609161
947	0.2158946818
948	0.2157504201
949	0.2155720562
950	0.2154648157
951	0.2153611348
952	0.2151299501
953	0.2149683364
954	0.2148666667
955	0.2146031814
956	0.2144936523
957	0.2143176991
958	0.2141993773
959	0.2139704522
960	0.2137886722
961	0.2136447367
962	0.2134956307
963	0.2133692878
964	0.2131289226
965	0.2129904008
966	0.2128644779
967	0.2127742379
968	0.2125707684
969	0.2123642416
970	0.2121886279
971	0.2121055879
972	0.2118054554
973	0.2116012458
974	0.2114459996
975	0.2113013048
976	0.21120286
977	0.2110201728
978	0.2109276064
979	0.2108165578
980	0.2105929836
981	0.2103241876
982	0.2101666168
983	0.2100755667
984	0.2098898788
985	0.2097433843
986	0.2095661065
987	0.2093722889
988	0.2092146351
989	0.209017174
990	0.208870828
991	0.2087741346
992	0.2085028209
993	0.2083962071
994	0.2082326835
995	0.2080254683
996	0.2078856035
997	0.2075089257
998	0.2073291101
999	0.2072043275
